"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"1197","2020/11/05 6:34:16 PM GMT-3","7","Nutrição","Cuité","Não","Algumas","Razoável","Piorou","Igual","Pior","Raramente","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Sim","Regular","Ruim"
"1198","2020/11/05 6:37:22 PM GMT-3","7","Ciências Biológicas","Cuité","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1199","2020/11/05 6:38:28 PM GMT-3","4","Farmácia","Cuité","Não","Algumas","Excelente","Melhorou","Igual","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Excelente","Excelente","Mais exigentes","Maior","Não","Boa","Bom"
"1208","2020/11/05 7:22:58 PM GMT-3","1","Nutrição","Cuité","Não sei/Não quero responder","Todas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Frequentemente","Sim","Não sei/Não quero responder","Boa","Razoável","Mais exigentes","Muito maior","Sim","Excelente","Bom"
"1212","2020/11/05 7:31:52 PM GMT-3","5","Matemática","Cuité","Não","Algumas","Bom","Piorou","Pior","Não afetou","Raramente","Não","Não passo por essas dificuldades","Boa","Razoável","Tão exigentes quanto","Maior","Sim","Excelente","Bom"
"1213","2020/11/05 7:37:52 PM GMT-3","9","Matemática","Cuité","Sim","Todas","Bom","Não mudou","Igual","Pior","Raramente","Não","Nao","Boa","Razoável","Tão exigentes quanto","Muito maior","Sim","Boa","Excelente"
"1214","2020/11/05 7:40:05 PM GMT-3","10","Matemática","Cuité","Não","Todas","Razoável","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"1215","2020/11/05 7:42:12 PM GMT-3","1","Enfermagem","Cuité","Sim","Algumas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Não","Sim","Excelente","Razoável","Tão exigentes quanto","Maior","Sim","Regular","Excelente"
"1217","2020/11/05 7:49:24 PM GMT-3","1","Enfermagem","Cuité","Não sei/Não quero responder","Todas","Bom","Não mudou","Não sei/Não quero responder","Pior","Raramente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Excelente"
"1218","2020/11/05 7:54:51 PM GMT-3","1","Nutrição","Cuité","Sim","Todas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Raramente","Sim","Nao","Boa","Não sei/Não quero responder","Mais exigentes","Muito maior","Sim","Não sei/Não quero responder","Bom"
"1219","2020/11/05 8:04:03 PM GMT-3","1","Enfermagem","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Não sei/Não quero responder","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1230","2020/11/05 9:10:35 PM GMT-3","2","Farmácia","Cuité","Sim","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Menos exigentes","Igual","Não","Boa","Bom"
"1233","2020/11/05 9:16:52 PM GMT-3","4","Farmácia","Cuité","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Muito maior","Sim","Boa","Excelente"
"1244","2020/11/05 10:56:18 PM GMT-3","1","Matemática","Cuité","Não","Todas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Raramente","Sim","Nao","Excelente","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não","Boa","Bom"
"1258","2020/11/06 6:45:04 AM GMT-3","9","Química","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1259","2020/11/06 6:49:21 AM GMT-3","3","Química","Cuité","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom"
"1260","2020/11/06 6:56:10 AM GMT-3","8","Química","Cuité","Sim","Algumas","Razoável","Não sei/Não quero responder","Igual","Pior","Raramente","Não","Sim","Ruim","Razoável","Mais exigentes","Maior","Sim","Boa","Bom"
"1261","2020/11/06 6:57:27 AM GMT-3","9","Química","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1262","2020/11/06 7:00:32 AM GMT-3","5","Química","Cuité","Não","Todas","Razoável","Não mudou","Igual","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"1263","2020/11/06 7:03:30 AM GMT-3","1","Química","Cuité","Não","Todas","Péssimo","Não mudou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Menos exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Não sei/Não quero responder"
"1265","2020/11/06 7:25:54 AM GMT-3","5","Química","Cuité","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1266","2020/11/06 7:26:17 AM GMT-3","1","Química","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Inexistente","Não sei/Não quero responder","Muito maior","Sim","Péssima","Péssimo"
"1267","2020/11/06 7:27:07 AM GMT-3","6","Química","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1268","2020/11/06 7:30:15 AM GMT-3","1","Ciências Biológicas","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Razoável","Não sei/Não quero responder","Maior","Sim","Péssima","Bom"
"1269","2020/11/06 7:30:24 AM GMT-3","9","Química","Cuité","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Não","Sim","Péssima","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"1270","2020/11/06 7:30:37 AM GMT-3","3","Química","Cuité","Sim","Não sei/Não quero responder","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom"
"1271","2020/11/06 7:33:01 AM GMT-3","10","Matemática","Cuité","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Frequentemente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Maior","Sim","Ruim","Regular"
"1272","2020/11/06 7:34:28 AM GMT-3","10","Matemática","Cuité","Não","Nenhuma","Razoável","Piorou","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1273","2020/11/06 7:34:38 AM GMT-3","8","Matemática","Cuité","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1274","2020/11/06 7:35:15 AM GMT-3","1","Matemática","Cuité","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Menos exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom"
"1275","2020/11/06 7:36:48 AM GMT-3","3","Química","Cuité","Não","Algumas","Bom","Melhorou","Igual","Não afetou","Raramente","Sim","Nao","Razoável","Razoável","Menos exigentes","Maior","Não","Ruim","Ruim"
"1276","2020/11/06 7:37:04 AM GMT-3","3","Farmácia","Cuité","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Muito maior","Sim","Regular","Excelente"
"1277","2020/11/06 7:38:00 AM GMT-3","5","Matemática","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1278","2020/11/06 7:39:14 AM GMT-3","1","Ciências Biológicas","Cuité","Não sei/Não quero responder","Algumas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Frequentemente","Não","Sim","Boa","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Ruim","Bom"
"1279","2020/11/06 7:39:27 AM GMT-3","5","Matemática","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Excelente","Menos exigentes","Muito maior","Sim","Boa","Bom"
"1280","2020/11/06 7:39:52 AM GMT-3","5","Matemática","Cuité","Sim","Todas","Razoável","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Bom","Mais exigentes","Maior","Sim","Boa","Excelente"
"1281","2020/11/06 7:42:45 AM GMT-3","1","Matemática","Cuité","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Nao","Excelente","Bom","Menos exigentes","Igual","Não","Boa","Excelente"
"1282","2020/11/06 7:46:27 AM GMT-3","3","Matemática","Cuité","Não sei/Não quero responder","Todas","Ruim","Não mudou","Pior","Pior","Raramente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Não","Boa","Bom"
"1283","2020/11/06 7:46:30 AM GMT-3","5","Química","Cuité","Não","Nenhuma","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1286","2020/11/06 7:48:46 AM GMT-3","5","Química","Cuité","Não","Não sei/Não quero responder","Péssimo","Piorou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Regular","Regular"
"1287","2020/11/06 7:49:19 AM GMT-3","1","Química","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"1288","2020/11/06 7:51:26 AM GMT-3","3","Química","Cuité","Não","Algumas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Raramente","Sim","Sim","Boa","Bom","Menos exigentes","Menor","Não","Boa","Bom"
"1289","2020/11/06 7:52:24 AM GMT-3","1","Matemática","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Não sei/Não quero responder","Mais exigentes","Igual","Não sei/Não quero responder","Ruim","Não sei/Não quero responder"
"1290","2020/11/06 7:52:55 AM GMT-3","5","Matemática","Cuité","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Não sei/Não quero responder","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"1292","2020/11/06 7:54:18 AM GMT-3","3","Ciências Biológicas","Cuité","Não","Algumas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Não","Péssima","Bom"
"1293","2020/11/06 7:55:55 AM GMT-3","5","Matemática","Cuité","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1296","2020/11/06 7:59:45 AM GMT-3","1","Ciências Biológicas","Cuité","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Muito maior","Sim","Regular","Regular"
"1297","2020/11/06 8:01:09 AM GMT-3","10","Química","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"1300","2020/11/06 8:04:05 AM GMT-3","10","Matemática","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Não sei/Não quero responder","Mais exigentes","Maior","Não","Boa","Bom"
"1301","2020/11/06 8:04:38 AM GMT-3","3","Ciências Biológicas","Cuité","Não","Algumas","Razoável","Melhorou","Igual","Melhor","Raramente","Sim","Sim","Razoável","Bom","Mais exigentes","Maior","Não","Regular","Bom"
"1303","2020/11/06 8:06:13 AM GMT-3","5","Química","Cuité","Não","Algumas","Razoável","Melhorou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1304","2020/11/06 8:08:45 AM GMT-3","1","Ciências Biológicas","Cuité","Sim","Todas","Bom","Não sei/Não quero responder","Igual","Não afetou","Raramente","Sim","Sim","Boa","Não sei/Não quero responder","Menos exigentes","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Excelente"
"1306","2020/11/06 8:09:46 AM GMT-3","4","Enfermagem","Cuité","Não","Algumas","Razoável","Piorou","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Bom"
"1307","2020/11/06 8:11:23 AM GMT-3","3","Matemática","Cuité","Sim","Não sei/Não quero responder","Ruim","Não sei/Não quero responder","Pior","Pior","Raramente","Não sei/Não quero responder","Não sei/Não quero responder","Razoável","Razoável","Tão exigentes quanto","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Excelente"
"1308","2020/11/06 8:12:14 AM GMT-3","1","Matemática","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Excelente","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Péssima","Excelente"
"1309","2020/11/06 8:12:31 AM GMT-3","7","Química","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Péssima","Bom"
"1311","2020/11/06 8:14:41 AM GMT-3","9","Química","Cuité","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"1315","2020/11/06 8:16:32 AM GMT-3","8","Matemática","Cuité","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Sim","Boa","Regular"
"1317","2020/11/06 8:18:36 AM GMT-3","8","Química","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Tão exigentes quanto","Muito maior","Sim","Regular","Regular"
"1318","2020/11/06 8:20:22 AM GMT-3","1","Farmácia","Cuité","Sim","Algumas","Bom","Não mudou","Não sei/Não quero responder","Pior","Raramente","Sim","Sim","Razoável","Inexistente","Tão exigentes quanto","Maior","Não","Regular","Excelente"
"1319","2020/11/06 8:20:32 AM GMT-3","3","Matemática","Cuité","Não sei/Não quero responder","Algumas","Razoável","Piorou","Igual","Não afetou","Raramente","Não sei/Não quero responder","Sim","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Menor","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder"
"1320","2020/11/06 8:21:34 AM GMT-3","9","Matemática","Cuité","Sim","Todas","Razoável","Não mudou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Sim","Boa","Bom"
"1321","2020/11/06 8:22:36 AM GMT-3","8","Química","Cuité","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Boa","Insuficiente","Tão exigentes quanto","Menor","Não","Boa","Bom"
"1325","2020/11/06 8:29:14 AM GMT-3","1","Matemática","Cuité","Não","Todas","Razoável","Não mudou","Não sei/Não quero responder","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Igual","Sim","Regular","Regular"
"1326","2020/11/06 8:31:56 AM GMT-3","5","Química","Cuité","Não","Todas","Razoável","Não mudou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Regular"
"1327","2020/11/06 8:35:04 AM GMT-3","1","Matemática","Cuité","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Boa","Razoável","Não sei/Não quero responder","Muito maior","Sim","Regular","Não sei/Não quero responder"
"1328","2020/11/06 8:35:10 AM GMT-3","4","Farmácia","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"1330","2020/11/06 8:39:12 AM GMT-3","3","Matemática","Cuité","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Menos exigentes","Igual","Não","Regular","Bom"
"1333","2020/11/06 8:41:07 AM GMT-3","3","Matemática","Cuité","Não","Todas","Razoável","Piorou","Não sei/Não quero responder","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Boa","Bom"
"1334","2020/11/06 8:43:35 AM GMT-3","7","Matemática","Cuité","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Inexistente","Tão exigentes quanto","Muito maior","Sim","Regular","Regular"
"1335","2020/11/06 8:44:29 AM GMT-3","5","Matemática","Cuité","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Não sei/Não quero responder","Tão exigentes quanto","Igual","Não sei/Não quero responder","Boa","Regular"
"1337","2020/11/06 8:49:03 AM GMT-3","1","Matemática","Cuité","Não","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Razoável","Não sei/Não quero responder","Igual","Não sei/Não quero responder","Boa","Bom"
"1345","2020/11/06 8:57:30 AM GMT-3","1","Enfermagem","Cuité","Sim","Todas","Ruim","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Não","Sim","Boa","Insuficiente","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Ruim","Não sei/Não quero responder"
"1348","2020/11/06 9:01:07 AM GMT-3","7","Ciências Biológicas","Cuité","Não","Algumas","Razoável","Piorou","Não sei/Não quero responder","Pior","Raramente","Não","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Bom"
"1352","2020/11/06 9:06:49 AM GMT-3","3","Matemática","Cuité","Sim","Algumas","Ruim","Não mudou","Igual","Pior","Frequentemente","Sim","Sim","Boa","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Regular","Bom"
"1356","2020/11/06 9:08:49 AM GMT-3","1","Enfermagem","Cuité","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Não sei/Não quero responder","Nao","Razoável","Razoável","Mais exigentes","Maior","Não","Regular","Bom"
"1358","2020/11/06 9:10:15 AM GMT-3","4","Nutrição","Cuité","Sim","Algumas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Não sei/Não quero responder","Ruim","Bom","Menos exigentes","Igual","Não","Boa","Excelente"
"1359","2020/11/06 9:10:24 AM GMT-3","1","Ciências Biológicas","Cuité","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Boa","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não","Péssima","Bom"
"1360","2020/11/06 9:11:36 AM GMT-3","1","Ciências Biológicas","Cuité","Sim","Algumas","Razoável","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Excelente","Bom"
"1361","2020/11/06 9:14:20 AM GMT-3","8","Enfermagem","Cuité","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Menor","Não","Boa","Bom"
"1362","2020/11/06 9:14:31 AM GMT-3","8","Enfermagem","Cuité","Não","Algumas","Não sei/Não quero responder","Piorou","Igual","Pior","Raramente","Sim","Sim","Boa","Não sei/Não quero responder","Mais exigentes","Maior","Não sei/Não quero responder","Péssima","Péssimo"
"1364","2020/11/06 9:16:31 AM GMT-3","3","Matemática","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Razoável","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Excelente","Excelente"
"1365","2020/11/06 9:16:31 AM GMT-3","8","Enfermagem","Cuité","Sim","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Excelente","Bom","Menos exigentes","Maior","Não","Péssima","Regular"
"1367","2020/11/06 9:21:24 AM GMT-3","1","Matemática","Cuité","Não","Todas","Bom","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"1368","2020/11/06 9:21:30 AM GMT-3","8","Enfermagem","Cuité","Não","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Não sei/Não quero responder","Menos exigentes","Igual","Não sei/Não quero responder","Péssima","Não sei/Não quero responder"
"1369","2020/11/06 9:22:21 AM GMT-3","1","Química","Cuité","Sim","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Não afetou","Frequentemente","Sim","Sim","Boa","Insuficiente","Menos exigentes","Maior","Sim","Boa","Bom"
"1372","2020/11/06 9:27:16 AM GMT-3","1","Enfermagem","Cuité","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Ruim","Excelente"
"1373","2020/11/06 9:28:54 AM GMT-3","3","Matemática","Cuité","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Igual","Não","Excelente","Excelente"
"1374","2020/11/06 9:29:05 AM GMT-3","5","Matemática","Cuité","Sim","Todas","Razoável","Não mudou","Igual","Pior","Frequentemente","Sim","Sim","Excelente","Razoável","Mais exigentes","Maior","Sim","Boa","Bom"
"1377","2020/11/06 9:30:12 AM GMT-3","10","Matemática","Cuité","Não","Algumas","Razoável","Melhorou","Pior","Não afetou","Raramente","Sim","Nao","Razoável","Bom","Tão exigentes quanto","Muito maior","Sim","Boa","Bom"
"1380","2020/11/06 9:31:29 AM GMT-3","1","Enfermagem","Cuité","Sim","Todas","Ruim","Não sei/Não quero responder","Pior","Não sei/Não quero responder","Raramente","Sim","Não passo por essas dificuldades","Boa","Razoável","Mais exigentes","Muito maior","Não sei/Não quero responder","Ruim","Bom"
"1383","2020/11/06 9:39:22 AM GMT-3","8","Enfermagem","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Nao","Razoável","Razoável","Menos exigentes","Maior","Sim","Ruim","Ruim"
"1387","2020/11/06 9:43:27 AM GMT-3","1","Matemática","Cuité","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Nunca","Não","Nao","Boa","Bom","Tão exigentes quanto","Igual","Não","Boa","Bom"
"1391","2020/11/06 9:46:00 AM GMT-3","1","Ciências Biológicas","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Bom","Tão exigentes quanto","Maior","Sim","Regular","Bom"
"1392","2020/11/06 9:47:38 AM GMT-3","1","Química","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder"
"1394","2020/11/06 9:50:57 AM GMT-3","5","Matemática","Cuité","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Insuficiente","Mais exigentes","Maior","Sim","Regular","Não sei/Não quero responder"
"1395","2020/11/06 9:51:09 AM GMT-3","1","Química","Cuité","Sim","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Ruim","Inexistente","Menos exigentes","Maior","Sim","Regular","Bom"
"1400","2020/11/06 9:57:10 AM GMT-3","8","Enfermagem","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Não sei/Não quero responder","Menos exigentes","Maior","Sim","Péssima","Péssimo"
"1401","2020/11/06 10:01:12 AM GMT-3","3","Farmácia","Cuité","Sim","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Razoável","Excelente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1402","2020/11/06 10:02:32 AM GMT-3","7","Química","Cuité","Sim","Nenhuma","Bom","Não mudou","Igual","Não sei/Não quero responder","Raramente","Não","Nao","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1403","2020/11/06 10:06:22 AM GMT-3","7","Química","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Péssimo"
"1404","2020/11/06 10:06:46 AM GMT-3","8","Enfermagem","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Sim","Ruim","Regular"
"1406","2020/11/06 10:10:46 AM GMT-3","5","Química","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Não sei/Não quero responder","Maior","Sim","Regular","Regular"
"1407","2020/11/06 10:11:06 AM GMT-3","1","Física","Cuité","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Não sei/Não quero responder","Muito maior","Sim","Regular","Bom"
"1408","2020/11/06 10:11:40 AM GMT-3","7","Química","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"1409","2020/11/06 10:12:04 AM GMT-3","6","Química","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
