"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"252","2020/10/28 8:46:47 AM GMT-3","10","Engenharia Elétrica","Campina Grande","Não","Todas","Excelente","Melhorou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"253","2020/10/28 9:31:07 AM GMT-3","3","Design","Campina Grande","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Péssima","Bom"
"255","2020/10/28 9:43:54 AM GMT-3","3","Estatística","Campina Grande","Sim","Todas","Bom","Melhorou","Pior","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Razoável","Razoável","Menos exigentes","Muito menor","Não","Regular","Regular"
"256","2020/10/28 10:02:03 AM GMT-3","8","Engenharia Elétrica","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Não sei/Não quero responder","Raramente","Não","Sim","Boa","Bom","Tão exigentes quanto","Igual","Não","Regular","Regular"
"257","2020/10/28 10:37:49 AM GMT-3","5","Engenharia Elétrica","Campina Grande","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"258","2020/10/28 10:45:55 AM GMT-3","2","Design","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Regular","Excelente"
"261","2020/10/28 11:14:51 AM GMT-3","3","Engenharia de Petróleo","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Insuficiente","Tão exigentes quanto","Maior","Não","Ruim","Regular"
"262","2020/10/28 11:15:04 AM GMT-3","5","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Não afetou","Raramente","Não","Sim","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Muito maior","Sim","Regular","Bom"
"263","2020/10/28 11:15:34 AM GMT-3","7","Engenharia de Petróleo","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Bom","Menos exigentes","Igual","Não","Péssima","Ruim"
"265","2020/10/28 11:16:18 AM GMT-3","6","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"266","2020/10/28 11:16:34 AM GMT-3","9","Engenharia de Petróleo","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Péssima","Regular"
"267","2020/10/28 11:17:02 AM GMT-3","1","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Bom"
"268","2020/10/28 11:17:11 AM GMT-3","5","Engenharia de Petróleo","Campina Grande","Não","Todas","Razoável","Não sei/Não quero responder","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"269","2020/10/28 11:18:17 AM GMT-3","6","Engenharia de Petróleo","Campina Grande","Não","Todas","Razoável","Melhorou","Igual","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Não","Regular","Regular"
"270","2020/10/28 11:18:28 AM GMT-3","9","Engenharia de Petróleo","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"271","2020/10/28 11:18:55 AM GMT-3","4","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Regular","Regular"
"272","2020/10/28 11:19:02 AM GMT-3","5","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não mudou","Melhor","Não afetou","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Maior","Não","Boa","Excelente"
"273","2020/10/28 11:21:34 AM GMT-3","1","Engenharia de Petróleo","Campina Grande","Não sei/Não quero responder","Algumas","Bom","Melhorou","Melhor","Não afetou","Raramente","Sim","Sim","Boa","Razoável","Mais exigentes","Maior","Sim","Regular","Bom"
"274","2020/10/28 11:31:15 AM GMT-3","3","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"275","2020/10/28 11:32:54 AM GMT-3","7","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Igual","Não afetou","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Péssima","Bom"
"276","2020/10/28 11:34:04 AM GMT-3","1","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Razoável","Razoável","Menos exigentes","Igual","Não","Ruim","Bom"
"277","2020/10/28 11:35:57 AM GMT-3","1","Engenharia de Petróleo","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Nao","Razoável","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não","Regular","Bom"
"278","2020/10/28 11:36:25 AM GMT-3","3","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Não afetou","Raramente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Regular"
"279","2020/10/28 11:54:54 AM GMT-3","7","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Melhorou","Igual","Pior","Frequentemente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"280","2020/10/28 12:05:35 PM GMT-3","1","Estatística","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Ruim","Excelente"
"281","2020/10/28 12:27:38 PM GMT-3","8","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Nunca","Não","Sim","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Maior","Não","Regular","Excelente"
"282","2020/10/28 12:38:05 PM GMT-3","9","Engenharia de Petróleo","Campina Grande","Sim","Todas","Ruim","Piorou","Igual","Pior","Frequentemente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Maior","Sim","Ruim","Excelente"
"283","2020/10/28 12:45:37 PM GMT-3","3","Engenharia Elétrica","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"284","2020/10/28 12:46:36 PM GMT-3","5","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"285","2020/10/28 12:47:54 PM GMT-3","1","Engenharia de Petróleo","Campina Grande","Não","Nenhuma","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Raramente","Não sei/Não quero responder","Sim","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Não sei/Não quero responder"
"286","2020/10/28 1:31:38 PM GMT-3","1","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Não sei/Não quero responder","Igual","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder"
"287","2020/10/28 1:58:30 PM GMT-3","8","Engenharia de Petróleo","Campina Grande","Não","Nenhuma","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Raramente","Não","Não sei/Não quero responder","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"288","2020/10/28 1:59:55 PM GMT-3","3","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Raramente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"289","2020/10/28 2:29:37 PM GMT-3","2","Arte e Mídia","Campina Grande","Não","Todas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Menos exigentes","Maior","Sim","Regular","Regular"
"290","2020/10/28 3:05:11 PM GMT-3","3","Engenharia de Petróleo","Campina Grande","Não","Nenhuma","Ruim","Piorou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não sei/Não quero responder","Regular","Excelente"
"291","2020/10/28 3:23:38 PM GMT-3","1","Engenharia de Petróleo","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Frequentemente","Não","Sim","Boa","Razoável","Menos exigentes","Igual","Não","Regular","Regular"
"292","2020/10/28 3:58:59 PM GMT-3","1","Estatística","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Muito maior","Sim","Ruim","Regular"
"293","2020/10/28 4:09:53 PM GMT-3","7","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Pior","Raramente","Sim","Sim","Excelente","Bom","Menos exigentes","Igual","Não sei/Não quero responder","Regular","Excelente"
"294","2020/10/28 4:48:33 PM GMT-3","7","Engenharia Elétrica","Campina Grande","Não sei/Não quero responder","Algumas","Bom","Não mudou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Maior","Não","Boa","Bom"
"295","2020/10/28 6:04:39 PM GMT-3","8","Engenharia de Petróleo","Campina Grande","Sim","Todas","Excelente","Melhorou","Igual","Não afetou","Raramente","Sim","Nao","Excelente","Excelente","Tão exigentes quanto","Igual","Não","Regular","Bom"
"296","2020/10/28 6:24:11 PM GMT-3","2","Arte e Mídia","Campina Grande","Sim","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Raramente","Sim","Nao","Razoável","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não","Ruim","Bom"
"297","2020/10/28 7:17:42 PM GMT-3","7","Engenharia de Petróleo","Campina Grande","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"300","2020/10/28 11:25:06 PM GMT-3","8","Engenharia de Petróleo","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"301","2020/10/29 6:28:28 AM GMT-3","1","Engenharia de Petróleo","Campina Grande","Não","Algumas","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Frequentemente","Sim","Nao","Razoável","Não sei/Não quero responder","Mais exigentes","Maior","Não","Regular","Regular"
"302","2020/10/29 8:29:12 AM GMT-3","9","Engenharia de Petróleo","Campina Grande","Sim","Todas","Ruim","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"303","2020/10/29 8:34:43 AM GMT-3","1","Estatística","Campina Grande","Não","Algumas","Bom","Melhorou","Melhor","Melhor","Raramente","Não sei/Não quero responder","Não sei/Não quero responder","Razoável","Razoável","Tão exigentes quanto","Igual","Não sei/Não quero responder","Excelente","Excelente"
"304","2020/10/29 9:15:40 AM GMT-3","4","Engenharia Elétrica","Campina Grande","Não","Algumas","Ruim","Melhorou","Igual","Não sei/Não quero responder","Raramente","Sim","Sim","Boa","Não sei/Não quero responder","Mais exigentes","Muito maior","Não","Péssima","Regular"
"305","2020/10/29 9:33:29 AM GMT-3","9","Engenharia de Petróleo","Campina Grande","Não","Todas","Razoável","Melhorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Ruim","Razoável","Menos exigentes","Muito maior","Sim","Péssima","Bom"
"306","2020/10/29 9:39:25 AM GMT-3","7","Engenharia de Petróleo","Campina Grande","Não sei/Não quero responder","Algumas","Razoável","Piorou","Pior","Pior","Nunca","Não","Não passo por essas dificuldades","Ruim","Razoável","Mais exigentes","Maior","Não sei/Não quero responder","Regular","Bom"
"308","2020/10/29 12:10:48 PM GMT-3","6","Engenharia Elétrica","Campina Grande","Sim","Todas","Ruim","Não sei/Não quero responder","Pior","Pior","Raramente","Sim","Sim","Não sei/Não quero responder","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Excelente"
"310","2020/10/29 3:12:57 PM GMT-3","4","Psicologia","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Péssima","Ruim"
"327","2020/10/29 4:20:53 PM GMT-3","1","Engenharia de Petróleo","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Inexistente","Não sei/Não quero responder","Muito maior","Sim","Regular","Excelente"
"331","2020/10/29 4:35:17 PM GMT-3","3","Ciência da Computação","Campina Grande","Não","Nenhuma","Razoável","Piorou","Igual","Não afetou","Frequentemente","Sim","Sim","Boa","Excelente","Tão exigentes quanto","Maior","Sim","Regular","Bom"
"356","2020/10/29 7:38:13 PM GMT-3","3","Estatística","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Sim","Regular","Excelente"
"362","2020/10/29 8:48:14 PM GMT-3","10","Design","Campina Grande","Sim","Algumas","Razoável","Não sei/Não quero responder","Pior","Não sei/Não quero responder","Raramente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Igual","Não","Ruim","Bom"
"374","2020/10/30 9:57:11 AM GMT-3","2","Engenharia Elétrica","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Pior","Raramente","Sim","Não sei/Não quero responder","Ruim","Insuficiente","Tão exigentes quanto","Maior","Sim","Péssima","Regular"
"379","2020/10/30 1:58:57 PM GMT-3","6","Arte e Mídia","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Não sei/Não quero responder","Raramente","Sim","Não sei/Não quero responder","Razoável","Razoável","Não sei/Não quero responder","Maior","Sim","Regular","Não sei/Não quero responder"
"381","2020/10/30 6:14:08 PM GMT-3","1","Estatística","Campina Grande","Não sei/Não quero responder","Não sei/Não quero responder","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Regular"
"383","2020/10/30 8:00:18 PM GMT-3","5","Ciência da Computação","Campina Grande","Não","Algumas","Bom","Piorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Razoável","Mais exigentes","Maior","Não","Boa","Não sei/Não quero responder"
"393","2020/11/02 6:05:01 PM GMT-3","3","Engenharia de Petróleo","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Bom","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"396","2020/11/03 9:15:44 AM GMT-3","3","Design","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Não sei/Não quero responder","Maior","Sim","Ruim","Péssimo"
"403","2020/11/04 4:34:22 PM GMT-3","2","Engenharia Elétrica","Campina Grande","Não","Nenhuma","Razoável","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Razoável","Bom","Mais exigentes","Muito maior","Sim","Regular","Bom"
"415","2020/11/04 7:43:10 PM GMT-3","9","Ciência da Computação","Campina Grande","Sim","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Inexistente","Tão exigentes quanto","Muito maior","Não","Regular","Bom"
"416","2020/11/04 7:43:23 PM GMT-3","3","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Melhorou","Pior","Pior","Raramente","Sim","Nao","Excelente","Bom","Menos exigentes","Maior","Não","Boa","Bom"
"417","2020/11/04 7:43:44 PM GMT-3","4","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Melhor","Raramente","Sim","Não passo por essas dificuldades","Excelente","Bom","Tão exigentes quanto","Maior","Não","Boa","Excelente"
"418","2020/11/04 7:43:51 PM GMT-3","3","Ciência da Computação","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Ruim","Não sei/Não quero responder","Menos exigentes","Menor","Não","Ruim","Ruim"
"419","2020/11/04 7:44:50 PM GMT-3","2","Ciência da Computação","Campina Grande","Não sei/Não quero responder","Todas","Razoável","Piorou","Igual","Pior","Raramente","Sim","Sim","Excelente","Bom","Menos exigentes","Maior","Não","Regular","Bom"
"420","2020/11/04 7:45:24 PM GMT-3","4","Ciência da Computação","Campina Grande","Não","Algumas","Bom","Melhorou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Igual","Não sei/Não quero responder","Boa","Regular"
"421","2020/11/04 7:46:39 PM GMT-3","5","Ciência da Computação","Campina Grande","Não","Algumas","Péssimo","Melhorou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Boa","Bom"
"422","2020/11/04 7:46:47 PM GMT-3","6","Ciência da Computação","Campina Grande","Sim","Algumas","Excelente","Melhorou","Igual","Melhor","Raramente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Maior","Não","Regular","Bom"
"423","2020/11/04 7:48:13 PM GMT-3","10","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Melhorou","Igual","Não afetou","Nunca","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Péssima","Excelente"
"424","2020/11/04 7:49:17 PM GMT-3","7","Ciência da Computação","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Melhor","Nunca","Não","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Sim","Ruim","Bom"
"425","2020/11/04 7:49:31 PM GMT-3","2","Ciência da Computação","Campina Grande","Não sei/Não quero responder","Todas","Ruim","Piorou","Não sei/Não quero responder","Pior","Raramente","Não sei/Não quero responder","Sim","Boa","Razoável","Menos exigentes","Igual","Não sei/Não quero responder","Boa","Bom"
"426","2020/11/04 7:50:06 PM GMT-3","7","Ciência da Computação","Campina Grande","Sim","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"427","2020/11/04 7:54:38 PM GMT-3","1","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Raramente","Não","Nao","Razoável","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Ruim","Não sei/Não quero responder"
"428","2020/11/04 8:00:23 PM GMT-3","5","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não","Ruim","Bom"
"429","2020/11/04 8:04:49 PM GMT-3","2","Ciência da Computação","Campina Grande","Sim","Algumas","Ruim","Piorou","Pior","Pior","Nunca","Não","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Sim","Regular","Não sei/Não quero responder"
"430","2020/11/04 8:07:07 PM GMT-3","5","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Pior","Nunca","Sim","Não passo por essas dificuldades","Boa","Bom","Mais exigentes","Muito maior","Sim","Ruim","Excelente"
"431","2020/11/04 8:08:50 PM GMT-3","6","Ciência da Computação","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Insuficiente","Não sei/Não quero responder","Maior","Sim","Excelente","Bom"
"432","2020/11/04 8:09:16 PM GMT-3","5","Ciências Sociais","Campina Grande","Não","Todas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Razoável","Bom","Mais exigentes","Muito maior","Sim","Não sei/Não quero responder","Excelente"
"433","2020/11/04 8:10:49 PM GMT-3","2","Ciência da Computação","Campina Grande","Não","Algumas","Ruim","Melhorou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Razoável","Menos exigentes","Maior","Não","Ruim","Regular"
"434","2020/11/04 8:13:05 PM GMT-3","4","Ciência da Computação","Campina Grande","Não","Todas","Razoável","Melhorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Não sei/Não quero responder","Péssima","Bom"
"435","2020/11/04 8:15:02 PM GMT-3","8","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Melhorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Menos exigentes","Maior","Sim","Regular","Bom"
"437","2020/11/04 8:17:23 PM GMT-3","6","Ciência da Computação","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Excelente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"438","2020/11/04 8:18:41 PM GMT-3","4","Ciência da Computação","Campina Grande","Não","Algumas","Razoável","Piorou","Igual","Melhor","Raramente","Sim","Nao","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Ruim","Excelente"
"439","2020/11/04 8:19:29 PM GMT-3","7","Ciência da Computação","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Maior","Não","Boa","Excelente"
"440","2020/11/04 8:25:17 PM GMT-3","7","Ciência da Computação","Campina Grande","Sim","Algumas","Razoável","Não sei/Não quero responder","Pior","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Boa","Bom"
"441","2020/11/04 8:25:58 PM GMT-3","6","Ciência da Computação","Campina Grande","Sim","Todas","Péssimo","Piorou","Pior","Pior","Nunca","Sim","Não passo por essas dificuldades","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Boa","Bom"
"442","2020/11/04 8:27:15 PM GMT-3","1","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Piorou","Não sei/Não quero responder","Melhor","Raramente","Não sei/Não quero responder","Não passo por essas dificuldades","Boa","Excelente","Não sei/Não quero responder","Não sei/Não quero responder","Não","Regular","Excelente"
"443","2020/11/04 8:32:38 PM GMT-3","4","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Razoável","Menos exigentes","Menor","Não","Não sei/Não quero responder","Não sei/Não quero responder"
"444","2020/11/04 8:40:42 PM GMT-3","9","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Não mudou","Igual","Pior","Raramente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Igual","Não","Boa","Excelente"
"445","2020/11/04 8:40:56 PM GMT-3","7","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Mais exigentes","Muito maior","Não","Regular","Não sei/Não quero responder"
"446","2020/11/04 8:41:47 PM GMT-3","9","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Raramente","Não","Nao","Razoável","Insuficiente","Mais exigentes","Maior","Sim","Regular","Bom"
"447","2020/11/04 8:42:25 PM GMT-3","1","Ciência da Computação","Campina Grande","Sim","Algumas","Excelente","Melhorou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Excelente","Menos exigentes","Igual","Não","Excelente","Excelente"
"448","2020/11/04 8:52:04 PM GMT-3","2","Ciência da Computação","Campina Grande","Sim","Algumas","Excelente","Não mudou","Igual","Melhor","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Menor","Não","Excelente","Excelente"
"449","2020/11/04 8:53:22 PM GMT-3","9","Ciência da Computação","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Nao","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"450","2020/11/04 8:56:48 PM GMT-3","3","Ciência da Computação","Campina Grande","Não sei/Não quero responder","Todas","Excelente","Melhorou","Melhor","Melhor","Raramente","Sim","Sim","Excelente","Bom","Tão exigentes quanto","Maior","Não","Boa","Excelente"
"451","2020/11/04 8:59:41 PM GMT-3","7","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Raramente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Igual","Não","Péssima","Bom"
"452","2020/11/04 9:01:12 PM GMT-3","10","Ciência da Computação","Campina Grande","Não","Todas","Bom","Melhorou","Pior","Melhor","Raramente","Sim","Sim","Razoável","Razoável","Menos exigentes","Muito maior","Sim","Ruim","Regular"
"453","2020/11/04 9:02:13 PM GMT-3","3","Ciência da Computação","Campina Grande","Sim","Algumas","Excelente","Não mudou","Melhor","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Menos exigentes","Menor","Não","Não sei/Não quero responder","Bom"
"454","2020/11/04 9:03:55 PM GMT-3","2","Ciência da Computação","Campina Grande","Sim","Todas","Excelente","Melhorou","Igual","Melhor","Raramente","Sim","Não passo por essas dificuldades","Excelente","Bom","Tão exigentes quanto","Maior","Não","Regular","Excelente"
"455","2020/11/04 9:23:54 PM GMT-3","3","Ciência da Computação","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Pior","Nunca","Não","Não passo por essas dificuldades","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Regular"
