"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"1339","2020/11/06 8:49:53 AM GMT-3","1","Letras","Cajazeiras","Sim","Todas","Bom","Não mudou","Igual","Não sei/Não quero responder","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Igual","Sim","Boa","Bom"
"1370","2020/11/06 9:24:57 AM GMT-3","1","Medicina","Cajazeiras","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Não sei/Não quero responder","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Não sei/Não quero responder"
"1375","2020/11/06 9:29:18 AM GMT-3","6","Enfermagem","Cajazeiras","Não","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Maior","Não","Ruim","Bom"
"1376","2020/11/06 9:29:23 AM GMT-3","6","Enfermagem","Cajazeiras","Não","Algumas","Razoável","Piorou","Igual","Não afetou","Frequentemente","Não","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Regular"
"1381","2020/11/06 9:32:30 AM GMT-3","6","Enfermagem","Cajazeiras","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1382","2020/11/06 9:37:43 AM GMT-3","6","Enfermagem","Cajazeiras","Sim","Todas","Bom","Não mudou","Pior","Melhor","Frequentemente","Sim","Sim","Excelente","Excelente","Tão exigentes quanto","Maior","Sim","Excelente","Excelente"
"1386","2020/11/06 9:42:41 AM GMT-3","9","Letras","Cajazeiras","Sim","Algumas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Sim","Sim","Razoável","Razoável","Menos exigentes","Igual","Não","Péssima","Bom"
"1388","2020/11/06 9:44:04 AM GMT-3","5","Química","Cajazeiras","Não","Todas","Ruim","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1389","2020/11/06 9:44:21 AM GMT-3","8","Pedagogia","Cajazeiras","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1390","2020/11/06 9:45:04 AM GMT-3","3","Letras","Cajazeiras","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Mais exigentes","Maior","Sim","Ruim","Ruim"
"1393","2020/11/06 9:49:01 AM GMT-3","3","Letras","Cajazeiras","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Tão exigentes quanto","Muito maior","Sim","Ruim","Regular"
"1397","2020/11/06 9:53:20 AM GMT-3","3","Letras","Cajazeiras","Não sei/Não quero responder","Algumas","Ruim","Não mudou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"1398","2020/11/06 9:54:41 AM GMT-3","3","Letras","Cajazeiras","Sim","Algumas","Péssimo","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Não sei/Não quero responder","Tão exigentes quanto","Igual","Não","Regular","Regular"
"1405","2020/11/06 10:07:50 AM GMT-3","3","Letras","Cajazeiras","Sim","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Não passo por essas dificuldades","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1410","2020/11/06 10:13:23 AM GMT-3","4","Letras","Cajazeiras","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Ruim","Ruim"
"1412","2020/11/06 10:15:16 AM GMT-3","6","Enfermagem","Cajazeiras","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Insuficiente","Menos exigentes","Igual","Não","Ruim","Regular"
"1413","2020/11/06 10:19:06 AM GMT-3","3","Letras","Cajazeiras","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Bom"
"1415","2020/11/06 10:20:38 AM GMT-3","3","Letras","Cajazeiras","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"1417","2020/11/06 10:26:27 AM GMT-3","3","Letras","Cajazeiras","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Não sei/Não quero responder","Não sei/Não quero responder","Mais exigentes","Maior","Não","Regular","Ruim"
"1454","2020/11/06 11:11:53 AM GMT-3","3","Letras","Cajazeiras","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Boa","Regular"
"1456","2020/11/06 11:14:03 AM GMT-3","3","Letras","Cajazeiras","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Sim","Ruim","Péssimo"
"1457","2020/11/06 11:18:37 AM GMT-3","4","Letras","Cajazeiras","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Razoável","Tão exigentes quanto","Muito maior","Sim","Péssima","Péssimo"
"1458","2020/11/06 11:19:01 AM GMT-3","3","Letras","Cajazeiras","Não sei/Não quero responder","Todas","Bom","Não mudou","Não sei/Não quero responder","Não sei/Não quero responder","Raramente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Não sei/Não quero responder","Boa","Excelente"
"1459","2020/11/06 11:24:20 AM GMT-3","6","Enfermagem","Cajazeiras","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Menos exigentes","Muito maior","Sim","Boa","Regular"
"1467","2020/11/06 11:48:07 AM GMT-3","3","Letras","Cajazeiras","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Boa","Excelente","Tão exigentes quanto","Muito maior","Sim","Regular","Excelente"
"1474","2020/11/06 12:05:02 PM GMT-3","6","Enfermagem","Cajazeiras","Não sei/Não quero responder","Nenhuma","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Boa","Insuficiente","Menos exigentes","Muito maior","Sim","Regular","Regular"
"1504","2020/11/06 3:24:06 PM GMT-3","4","Letras","Cajazeiras","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"1507","2020/11/06 3:36:20 PM GMT-3","3","Letras","Cajazeiras","Não","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Sim","Boa","Bom"
"1526","2020/11/06 9:25:42 PM GMT-3","6","Enfermagem","Cajazeiras","Não","Algumas","Ruim","Não sei/Não quero responder","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Não sei/Não quero responder","Muito maior","Sim","Regular","Regular"
"1528","2020/11/06 9:56:58 PM GMT-3","3","Geografia","Cajazeiras","Não","Algumas","Ruim","Não mudou","Igual","Pior","Raramente","Sim","Sim","Razoável","Não sei/Não quero responder","Tão exigentes quanto","Maior","Não sei/Não quero responder","Ruim","Bom"
"1532","2020/11/06 11:36:17 PM GMT-3","3","Geografia","Cajazeiras","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Igual","Não","Boa","Bom"
"1555","2020/11/07 3:53:50 PM GMT-3","7","História","Cajazeiras","Não sei/Não quero responder","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Razoável","Menos exigentes","Maior","Sim","Boa","Bom"
"1561","2020/11/08 12:16:34 PM GMT-3","3","Ciências Biológicas","Cajazeiras","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Bom"
"1562","2020/11/08 2:06:55 PM GMT-3","9","Geografia","Cajazeiras","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Maior","Sim","Regular","Bom"
"1564","2020/11/09 9:22:13 AM GMT-3","7","Geografia","Cajazeiras","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Muito maior","Não","Regular","Regular"
